关键词,日期,省份,城市,PC+移动端,PC端,移动端
咳嗽,20230101-20231101,上海,上海,104193,24857,79336
咳嗽,20230101-20231101,云南,临沧,12715,690,12025
咳嗽,20230101-20231101,云南,丽江,8003,399,7604
咳嗽,20230101-20231101,云南,云南,72571,13741,58830
咳嗽,20230101-20231101,云南,保山,12697,971,11726
咳嗽,20230101-20231101,云南,大理,20852,969,19883
咳嗽,20230101-20231101,云南,德宏,14649,513,14136
咳嗽,20230101-20231101,云南,怒江,2299,114,2185
咳嗽,20230101-20231101,云南,文山,11231,859,10372
咳嗽,20230101-20231101,云南,昆明,44761,8899,35862
咳嗽,20230101-20231101,云南,昭通,16350,1484,14866
咳嗽,20230101-20231101,云南,普洱,16371,458,15913
咳嗽,20230101-20231101,云南,曲靖,21926,1028,20898
咳嗽,20230101-20231101,云南,楚雄,12611,684,11927
咳嗽,20230101-20231101,云南,玉溪,20159,800,19359
咳嗽,20230101-20231101,云南,红河,20726,3112,17614
咳嗽,20230101-20231101,云南,西双版纳,12292,515,11777
咳嗽,20230101-20231101,云南,迪庆,2817,171,2646
咳嗽,20230101-20231101,内蒙古,乌兰察布,16077,973,15104
咳嗽,20230101-20231101,内蒙古,乌海,7867,570,7297
咳嗽,20230101-20231101,内蒙古,兴安盟,12599,857,11742
咳嗽,20230101-20231101,内蒙古,内蒙古,65212,11281,53931
咳嗽,20230101-20231101,内蒙古,包头,22549,1891,20658
咳嗽,20230101-20231101,内蒙古,呼伦贝尔,19142,1370,17772
咳嗽,20230101-20231101,内蒙古,呼和浩特,32175,4095,28080
咳嗽,20230101-20231101,内蒙古,巴彦淖尔,14404,513,13891
咳嗽,20230101-20231101,内蒙古,赤峰,28081,4031,24050
咳嗽,20230101-20231101,内蒙古,通辽,20254,2003,18251
咳嗽,20230101-20231101,内蒙古,鄂尔多斯,21455,1435,20020
咳嗽,20230101-20231101,内蒙古,锡林郭勒盟,13226,861,12365
咳嗽,20230101-20231101,内蒙古,阿拉善盟,4066,114,3952
咳嗽,20230101-20231101,北京,北京,132450,27378,105072
咳嗽,20230101-20231101,台湾,台湾,3616,1142,2474
咳嗽,20230101-20231101,吉林,吉林,70708,13961,56747
咳嗽,20230101-20231101,吉林,吉林市,24878,3212,21666
咳嗽,20230101-20231101,吉林,四平,18726,973,17753
咳嗽,20230101-20231101,吉林,延边,22400,2931,19469
咳嗽,20230101-20231101,吉林,松原,16054,741,15313
咳嗽,20230101-20231101,吉林,白城,14501,574,13927
咳嗽,20230101-20231101,吉林,白山,13467,912,12555
咳嗽,20230101-20231101,吉林,辽源,13567,228,13339
咳嗽,20230101-20231101,吉林,通化,17855,971,16884
咳嗽,20230101-20231101,吉林,长春,50960,11301,39659
咳嗽,20230101-20231101,四川,乐山,18552,2345,16207
咳嗽,20230101-20231101,四川,内江,18155,1146,17009
咳嗽,20230101-20231101,四川,凉山,18359,1374,16985
咳嗽,20230101-20231101,四川,南充,22248,1832,20416
咳嗽,20230101-20231101,四川,四川,115414,19804,95610
咳嗽,20230101-20231101,四川,宜宾,20226,1205,19021
咳嗽,20230101-20231101,四川,巴中,17511,802,16709
咳嗽,20230101-20231101,四川,广元,13400,1140,12260
咳嗽,20230101-20231101,四川,广安,17295,1313,15982
咳嗽,20230101-20231101,四川,德阳,22859,3326,19533
咳嗽,20230101-20231101,四川,成都,77339,18377,58962
咳嗽,20230101-20231101,四川,攀枝花,9426,806,8620
咳嗽,20230101-20231101,四川,泸州,20404,1832,18572
咳嗽,20230101-20231101,四川,甘孜,11385,570,10815
咳嗽,20230101-20231101,四川,眉山,19139,1545,17594
咳嗽,20230101-20231101,四川,绵阳,23696,3102,20594
咳嗽,20230101-20231101,四川,自贡,16467,1600,14867
咳嗽,20230101-20231101,四川,资阳,12441,686,11755
咳嗽,20230101-20231101,四川,达州,19680,1773,17907
咳嗽,20230101-20231101,四川,遂宁,16019,1256,14763
咳嗽,20230101-20231101,四川,阿坝,5779,57,5722
咳嗽,20230101-20231101,四川,雅安,9125,513,8612
咳嗽,20230101-20231101,天津,天津,63076,16317,46759
咳嗽,20230101-20231101,宁夏,中卫,8455,574,7881
咳嗽,20230101-20231101,宁夏,吴忠,12463,578,11885
咳嗽,20230101-20231101,宁夏,固原,8547,228,8319
咳嗽,20230101-20231101,宁夏,宁夏,30636,4036,26600
咳嗽,20230101-20231101,宁夏,石嘴山,12289,456,11833
咳嗽,20230101-20231101,宁夏,银川,24437,2469,21968
咳嗽,20230101-20231101,安徽,亳州,23081,2121,20960
咳嗽,20230101-20231101,安徽,六安,22413,2357,20056
咳嗽,20230101-20231101,安徽,合肥,61783,15101,46682
咳嗽,20230101-20231101,安徽,安庆,22350,2290,20060
咳嗽,20230101-20231101,安徽,安徽,106688,18794,87894
咳嗽,20230101-20231101,安徽,宣城,20198,1893,18305
咳嗽,20230101-20231101,安徽,宿州,23297,2066,21231
咳嗽,20230101-20231101,安徽,巢湖,0,0,0
咳嗽,20230101-20231101,安徽,池州,15790,1315,14475
咳嗽,20230101-20231101,安徽,淮北,17472,1600,15872
咳嗽,20230101-20231101,安徽,淮南,19797,1714,18083
咳嗽,20230101-20231101,安徽,滁州,22840,2655,20185
咳嗽,20230101-20231101,安徽,芜湖,25446,4601,20845
咳嗽,20230101-20231101,安徽,蚌埠,22143,2070,20073
咳嗽,20230101-20231101,安徽,铜陵,15201,1372,13829
咳嗽,20230101-20231101,安徽,阜阳,25728,3275,22453
咳嗽,20230101-20231101,安徽,马鞍山,21082,3342,17740
咳嗽,20230101-20231101,安徽,黄山,17976,1144,16832
咳嗽,20230101-20231101,山东,东营,21626,2646,18980
咳嗽,20230101-20231101,山东,临沂,42976,8604,34372
咳嗽,20230101-20231101,山东,威海,25273,4839,20434
咳嗽,20230101-20231101,山东,山东,178184,23224,154960
咳嗽,20230101-20231101,山东,德州,26803,3566,23237
咳嗽,20230101-20231101,山东,日照,23288,3294,19994
咳嗽,20230101-20231101,山东,枣庄,27191,4596,22595
咳嗽,20230101-20231101,山东,泰安,26690,3963,22727
咳嗽,20230101-20231101,山东,济南,59218,16499,42719
咳嗽,20230101-20231101,山东,济宁,35659,7272,28387
咳嗽,20230101-20231101,山东,淄博,32280,7519,24761
咳嗽,20230101-20231101,山东,滨州,23882,2927,20955
咳嗽,20230101-20231101,山东,潍坊,36712,7800,28912
咳嗽,20230101-20231101,山东,烟台,36492,8029,28463
咳嗽,20230101-20231101,山东,聊城,28048,4325,23723
咳嗽,20230101-20231101,山东,莱芜,7013,228,6785
咳嗽,20230101-20231101,山东,菏泽,28301,3969,24332
咳嗽,20230101-20231101,山东,青岛,58973,14743,44230
咳嗽,20230101-20231101,山西,临汾,22883,1207,21676
咳嗽,20230101-20231101,山西,吕梁,22547,1553,20994
咳嗽,20230101-20231101,山西,大同,22480,1669,20811
咳嗽,20230101-20231101,山西,太原,41459,7853,33606
咳嗽,20230101-20231101,山西,山西,83072,13187,69885
咳嗽,20230101-20231101,山西,忻州,20603,1095,19508
咳嗽,20230101-20231101,山西,晋中,23081,1891,21190
咳嗽,20230101-20231101,山西,晋城,20596,1661,18935
咳嗽,20230101-20231101,山西,朔州,16436,576,15860
咳嗽,20230101-20231101,山西,运城,24493,2467,22026
咳嗽,20230101-20231101,山西,长治,24122,1663,22459
咳嗽,20230101-20231101,山西,阳泉,15609,977,14632
咳嗽,20230101-20231101,广东,东莞,53893,15035,38858
咳嗽,20230101-20231101,广东,中山,33642,8757,24885
咳嗽,20230101-20231101,广东,云浮,17211,1830,15381
咳嗽,20230101-20231101,广东,佛山,54386,15626,38760
咳嗽,20230101-20231101,广东,广东,243284,33798,209486
咳嗽,20230101-20231101,广东,广州,82274,21688,60586
咳嗽,20230101-20231101,广东,惠州,34306,8883,25423
咳嗽,20230101-20231101,广东,揭阳,25876,3100,22776
咳嗽,20230101-20231101,广东,梅州,22177,2758,19419
咳嗽,20230101-20231101,广东,汕头,32681,5971,26710
咳嗽,20230101-20231101,广东,汕尾,19379,1374,18005
咳嗽,20230101-20231101,广东,江门,29863,7657,22206
咳嗽,20230101-20231101,广东,河源,20134,2068,18066
咳嗽,20230101-20231101,广东,深圳,92994,22482,70512
咳嗽,20230101-20231101,广东,清远,22578,2825,19753
咳嗽,20230101-20231101,广东,湛江,27311,3629,23682
咳嗽,20230101-20231101,广东,潮州,19973,2284,17689
咳嗽,20230101-20231101,广东,珠海,28237,7519,20718
咳嗽,20230101-20231101,广东,肇庆,23853,3692,20161
咳嗽,20230101-20231101,广东,茂名,23887,3682,20205
咳嗽,20230101-20231101,广东,阳江,20430,2357,18073
咳嗽,20230101-20231101,广东,韶关,21180,2689,18491
咳嗽,20230101-20231101,广西,北海,19758,1784,17974
咳嗽,20230101-20231101,广西,南宁,44479,10405,34074
咳嗽,20230101-20231101,广西,崇左,19128,1488,17640
咳嗽,20230101-20231101,广西,广西,79681,16237,63444
咳嗽,20230101-20231101,广西,来宾,11865,458,11407
咳嗽,20230101-20231101,广西,柳州,22104,2823,19281
咳嗽,20230101-20231101,广西,桂林,25899,4244,21655
咳嗽,20230101-20231101,广西,梧州,20139,2076,18063
咳嗽,20230101-20231101,广西,河池,16567,1484,15083
咳嗽,20230101-20231101,广西,玉林,21928,2526,19402
咳嗽,20230101-20231101,广西,百色,17984,1547,16437
咳嗽,20230101-20231101,广西,贵港,18572,1785,16787
咳嗽,20230101-20231101,广西,贺州,13746,1203,12543
咳嗽,20230101-20231101,广西,钦州,19389,2170,17219
咳嗽,20230101-20231101,广西,防城港,12711,1203,11508
咳嗽,20230101-20231101,新疆,乌鲁木齐,34266,6217,28049
咳嗽,20230101-20231101,新疆,五家渠,1272,116,1156
咳嗽,20230101-20231101,新疆,伊犁,16971,751,16220
咳嗽,20230101-20231101,新疆,克孜勒苏柯尔克孜,2225,59,2166
咳嗽,20230101-20231101,新疆,克拉玛依,8417,802,7615
咳嗽,20230101-20231101,新疆,博尔塔拉,4250,114,4136
咳嗽,20230101-20231101,新疆,吐鲁番,3520,114,3406
咳嗽,20230101-20231101,新疆,和田,7578,684,6894
咳嗽,20230101-20231101,新疆,哈密,8028,342,7686
咳嗽,20230101-20231101,新疆,喀什,12768,692,12076
咳嗽,20230101-20231101,新疆,图木舒克,400,57,343
咳嗽,20230101-20231101,新疆,塔城,8667,342,8325
咳嗽,20230101-20231101,新疆,巴音郭楞,14125,1028,13097
咳嗽,20230101-20231101,新疆,新疆,53070,9591,43479
咳嗽,20230101-20231101,新疆,昌吉,14066,800,13266
咳嗽,20230101-20231101,新疆,石河子,7995,399,7596
咳嗽,20230101-20231101,新疆,阿克苏,13659,688,12971
咳嗽,20230101-20231101,新疆,阿勒泰,7549,401,7148
咳嗽,20230101-20231101,新疆,阿拉尔,2649,114,2535
咳嗽,20230101-20231101,江苏,南京,62700,17085,45615
咳嗽,20230101-20231101,江苏,南通,36773,7631,29142
咳嗽,20230101-20231101,江苏,宿迁,25387,2536,22851
咳嗽,20230101-20231101,江苏,常州,36282,9564,26718
咳嗽,20230101-20231101,江苏,徐州,39009,8114,30895
咳嗽,20230101-20231101,江苏,扬州,30725,5892,24833
咳嗽,20230101-20231101,江苏,无锡,46884,11860,35024
咳嗽,20230101-20231101,江苏,江苏,184617,24521,160096
咳嗽,20230101-20231101,江苏,泰州,26304,3802,22502
咳嗽,20230101-20231101,江苏,淮安,30206,6749,23457
咳嗽,20230101-20231101,江苏,盐城,30793,5126,25667
咳嗽,20230101-20231101,江苏,苏州,68226,17124,51102
咳嗽,20230101-20231101,江苏,连云港,27199,4647,22552
咳嗽,20230101-20231101,江苏,镇江,26119,4207,21912
咳嗽,20230101-20231101,江西,上饶,25955,2927,23028
咳嗽,20230101-20231101,江西,九江,24140,3277,20863
咳嗽,20230101-20231101,江西,南昌,45247,10524,34723
咳嗽,20230101-20231101,江西,吉安,23133,3204,19929
咳嗽,20230101-20231101,江西,宜春,22898,1783,21115
咳嗽,20230101-20231101,江西,抚州,21047,1714,19333
咳嗽,20230101-20231101,江西,新余,12127,1034,11093
咳嗽,20230101-20231101,江西,景德镇,17295,920,16375
咳嗽,20230101-20231101,江西,江西,83104,16001,67103
咳嗽,20230101-20231101,江西,萍乡,16340,1488,14852
咳嗽,20230101-20231101,江西,赣州,30988,5319,25669
咳嗽,20230101-20231101,江西,鹰潭,12123,458,11665
咳嗽,20230101-20231101,河北,保定,35807,7013,28794
咳嗽,20230101-20231101,河北,唐山,34211,5194,29017
咳嗽,20230101-20231101,河北,廊坊,32620,6749,25871
咳嗽,20230101-20231101,河北,张家口,23923,2062,21861
咳嗽,20230101-20231101,河北,承德,21907,2119,19788
咳嗽,20230101-20231101,河北,沧州,30333,4671,25662
咳嗽,20230101-20231101,河北,河北,128327,19292,109035
咳嗽,20230101-20231101,河北,石家庄,57982,13427,44555
咳嗽,20230101-20231101,河北,秦皇岛,25335,3609,21726
咳嗽,20230101-20231101,河北,衡水,23432,2652,20780
咳嗽,20230101-20231101,河北,邢台,26600,3735,22865
咳嗽,20230101-20231101,河北,邯郸,32405,6515,25890
咳嗽,20230101-20231101,河南,三门峡,19255,1771,17484
咳嗽,20230101-20231101,河南,信阳,27163,3670,23493
咳嗽,20230101-20231101,河南,南阳,36277,6783,29494
咳嗽,20230101-20231101,河南,周口,26881,2534,24347
咳嗽,20230101-20231101,河南,商丘,27646,3159,24487
咳嗽,20230101-20231101,河南,安阳,24386,2811,21575
咳嗽,20230101-20231101,河南,平顶山,27808,3980,23828
咳嗽,20230101-20231101,河南,开封,22669,2807,19862
咳嗽,20230101-20231101,河南,新乡,27617,3788,23829
咳嗽,20230101-20231101,河南,河南,156051,21628,134423
咳嗽,20230101-20231101,河南,洛阳,36799,9566,27233
咳嗽,20230101-20231101,河南,济源,6939,572,6367
咳嗽,20230101-20231101,河南,漯河,20362,2074,18288
咳嗽,20230101-20231101,河南,濮阳,19824,1155,18669
咳嗽,20230101-20231101,河南,焦作,22534,2753,19781
咳嗽,20230101-20231101,河南,许昌,26111,5410,20701
咳嗽,20230101-20231101,河南,郑州,68721,18019,50702
咳嗽,20230101-20231101,河南,驻马店,25786,2636,23150
咳嗽,20230101-20231101,河南,鹤壁,15038,627,14411
咳嗽,20230101-20231101,浙江,丽水,21580,2923,18657
咳嗽,20230101-20231101,浙江,台州,33934,8310,25624
咳嗽,20230101-20231101,浙江,嘉兴,33999,8770,25229
咳嗽,20230101-20231101,浙江,宁波,50385,12968,37417
咳嗽,20230101-20231101,浙江,杭州,78949,19359,59590
咳嗽,20230101-20231101,浙江,浙江,150036,23766,126270
咳嗽,20230101-20231101,浙江,温州,43623,11132,32491
咳嗽,20230101-20231101,浙江,湖州,23255,3342,19913
咳嗽,20230101-20231101,浙江,绍兴,30019,5856,24163
咳嗽,20230101-20231101,浙江,舟山,15470,1716,13754
咳嗽,20230101-20231101,浙江,衢州,21707,2412,19295
咳嗽,20230101-20231101,浙江,金华,34229,8553,25676
咳嗽,20230101-20231101,海南,万宁,6402,228,6174
咳嗽,20230101-20231101,海南,三亚,19610,1836,17774
咳嗽,20230101-20231101,海南,东方,3990,57,3933
咳嗽,20230101-20231101,海南,临高,4153,228,3925
咳嗽,20230101-20231101,海南,乐东,4941,230,4711
咳嗽,20230101-20231101,海南,五指山,690,0,690
咳嗽,20230101-20231101,海南,保亭,748,0,748
咳嗽,20230101-20231101,海南,儋州,13027,916,12111
咳嗽,20230101-20231101,海南,定安,1507,173,1334
咳嗽,20230101-20231101,海南,屯昌,1405,0,1405
咳嗽,20230101-20231101,海南,文昌,7331,399,6932
咳嗽,20230101-20231101,海南,昌江,1756,0,1756
咳嗽,20230101-20231101,海南,海南,45721,9280,36441
咳嗽,20230101-20231101,海南,海口,32065,6070,25995
咳嗽,20230101-20231101,海南,澄迈,7146,804,6342
咳嗽,20230101-20231101,海南,琼中,1958,114,1844
咳嗽,20230101-20231101,海南,琼海,10490,800,9690
咳嗽,20230101-20231101,海南,白沙,930,0,930
咳嗽,20230101-20231101,海南,陵水,7029,287,6742
咳嗽,20230101-20231101,湖北,仙桃,12227,800,11427
咳嗽,20230101-20231101,湖北,十堰,21165,2703,18462
咳嗽,20230101-20231101,湖北,咸宁,18183,1490,16693
咳嗽,20230101-20231101,湖北,天门,8668,228,8440
咳嗽,20230101-20231101,湖北,孝感,23892,2993,20899
咳嗽,20230101-20231101,湖北,宜昌,24125,3100,21025
咳嗽,20230101-20231101,湖北,恩施,19556,1026,18530
咳嗽,20230101-20231101,湖北,武汉,68886,18116,50770
咳嗽,20230101-20231101,湖北,湖北,108646,19774,88872
咳嗽,20230101-20231101,湖北,潜江,10570,798,9772
咳嗽,20230101-20231101,湖北,神农架,285,0,285
咳嗽,20230101-20231101,湖北,荆州,23650,2754,20896
咳嗽,20230101-20231101,湖北,荆门,22917,1659,21258
咳嗽,20230101-20231101,湖北,襄阳,23684,2970,20714
咳嗽,20230101-20231101,湖北,鄂州,17435,1201,16234
咳嗽,20230101-20231101,湖北,随州,17071,914,16157
咳嗽,20230101-20231101,湖北,黄冈,25757,3393,22364
咳嗽,20230101-20231101,湖北,黄石,20532,1539,18993
咳嗽,20230101-20231101,湖南,娄底,24541,2070,22471
咳嗽,20230101-20231101,湖南,岳阳,23819,2474,21345
咳嗽,20230101-20231101,湖南,常德,24127,2241,21886
咳嗽,20230101-20231101,湖南,张家界,15955,1028,14927
咳嗽,20230101-20231101,湖南,怀化,21425,1608,19817
咳嗽,20230101-20231101,湖南,株洲,22788,2583,20205
咳嗽,20230101-20231101,湖南,永州,21836,2009,19827
咳嗽,20230101-20231101,湖南,湖南,108600,18701,89899
咳嗽,20230101-20231101,湖南,湘潭,20353,2294,18059
咳嗽,20230101-20231101,湖南,湘西,14533,806,13727
咳嗽,20230101-20231101,湖南,益阳,21692,2172,19520
咳嗽,20230101-20231101,湖南,衡阳,25268,2644,22624
咳嗽,20230101-20231101,湖南,邵阳,22999,1832,21167
咳嗽,20230101-20231101,湖南,郴州,21765,2184,19581
咳嗽,20230101-20231101,湖南,长沙,64140,16363,47777
咳嗽,20230101-20231101,澳门,澳门,7299,1093,6206
咳嗽,20230101-20231101,甘肃,临夏,13059,515,12544
咳嗽,20230101-20231101,甘肃,兰州,32149,5330,26819
咳嗽,20230101-20231101,甘肃,嘉峪关,3814,285,3529
咳嗽,20230101-20231101,甘肃,天水,19466,916,18550
咳嗽,20230101-20231101,甘肃,定西,16959,342,16617
咳嗽,20230101-20231101,甘肃,平凉,15367,228,15139
咳嗽,20230101-20231101,甘肃,庆阳,16971,798,16173
咳嗽,20230101-20231101,甘肃,张掖,12461,741,11720
咳嗽,20230101-20231101,甘肃,武威,11636,519,11117
咳嗽,20230101-20231101,甘肃,甘南,4750,171,4579
咳嗽,20230101-20231101,甘肃,甘肃,55645,8648,46997
咳嗽,20230101-20231101,甘肃,白银,15367,857,14510
咳嗽,20230101-20231101,甘肃,酒泉,10363,513,9850
咳嗽,20230101-20231101,甘肃,金昌,8059,171,7888
咳嗽,20230101-20231101,甘肃,陇南,14790,342,14448
咳嗽,20230101-20231101,福建,三明,18108,1612,16496
咳嗽,20230101-20231101,福建,南平,18299,1205,17094
咳嗽,20230101-20231101,福建,厦门,42317,13099,29218
咳嗽,20230101-20231101,福建,宁德,21552,2286,19266
咳嗽,20230101-20231101,福建,泉州,42134,8327,33807
咳嗽,20230101-20231101,福建,漳州,26347,2862,23485
咳嗽,20230101-20231101,福建,福州,45748,12006,33742
咳嗽,20230101-20231101,福建,福建,95841,18687,77154
咳嗽,20230101-20231101,福建,莆田,23930,3281,20649
咳嗽,20230101-20231101,福建,龙岩,18796,1604,17192
咳嗽,20230101-20231101,西藏,山南,2947,0,2947
咳嗽,20230101-20231101,西藏,拉萨,14000,399,13601
咳嗽,20230101-20231101,西藏,日喀则,4221,114,4107
咳嗽,20230101-20231101,西藏,昌都,3544,114,3430
咳嗽,20230101-20231101,西藏,林芝,2324,59,2265
咳嗽,20230101-20231101,西藏,西藏,20283,802,19481
咳嗽,20230101-20231101,西藏,那曲,2131,114,2017
咳嗽,20230101-20231101,西藏,阿里,804,57,747
咳嗽,20230101-20231101,贵州,六盘水,13420,1148,12272
咳嗽,20230101-20231101,贵州,安顺,18040,971,17069
咳嗽,20230101-20231101,贵州,毕节,19283,861,18422
咳嗽,20230101-20231101,贵州,贵州,57386,10580,46806
咳嗽,20230101-20231101,贵州,贵阳,35166,7026,28140
咳嗽,20230101-20231101,贵州,遵义,24879,2292,22587
咳嗽,20230101-20231101,贵州,铜仁,16363,1264,15099
咳嗽,20230101-20231101,贵州,黔东南,17233,745,16488
咳嗽,20230101-20231101,贵州,黔南,19548,914,18634
咳嗽,20230101-20231101,贵州,黔西南,12309,1144,11165
咳嗽,20230101-20231101,辽宁,丹东,21266,1773,19493
咳嗽,20230101-20231101,辽宁,大连,46653,12741,33912
咳嗽,20230101-20231101,辽宁,抚顺,20309,2235,18074
咳嗽,20230101-20231101,辽宁,朝阳,19777,1431,18346
咳嗽,20230101-20231101,辽宁,本溪,18286,1199,17087
咳嗽,20230101-20231101,辽宁,沈阳,56217,13696,42521
咳嗽,20230101-20231101,辽宁,盘锦,19639,1549,18090
咳嗽,20230101-20231101,辽宁,营口,21757,1661,20096
咳嗽,20230101-20231101,辽宁,葫芦岛,21175,1549,19626
咳嗽,20230101-20231101,辽宁,辽宁,107586,18385,89201
咳嗽,20230101-20231101,辽宁,辽阳,16426,861,15565
咳嗽,20230101-20231101,辽宁,铁岭,21634,1771,19863
咳嗽,20230101-20231101,辽宁,锦州,22112,2003,20109
咳嗽,20230101-20231101,辽宁,阜新,18317,1425,16892
咳嗽,20230101-20231101,辽宁,鞍山,25060,2754,22306
咳嗽,20230101-20231101,重庆,重庆,67303,16163,51140
咳嗽,20230101-20231101,陕西,咸阳,28786,3682,25104
咳嗽,20230101-20231101,陕西,商洛,16476,1140,15336
咳嗽,20230101-20231101,陕西,安康,16550,1152,15398
咳嗽,20230101-20231101,陕西,宝鸡,21508,1843,19665
咳嗽,20230101-20231101,陕西,延安,21803,855,20948
咳嗽,20230101-20231101,陕西,榆林,24152,1952,22200
咳嗽,20230101-20231101,陕西,汉中,20156,1777,18379
咳嗽,20230101-20231101,陕西,渭南,25202,1771,23431
咳嗽,20230101-20231101,陕西,西安,67744,16564,51180
咳嗽,20230101-20231101,陕西,铜川,8492,574,7918
咳嗽,20230101-20231101,陕西,陕西,98802,18079,80723
咳嗽,20230101-20231101,青海,果洛,517,57,460
咳嗽,20230101-20231101,青海,海东,8762,230,8532
咳嗽,20230101-20231101,青海,海北,2678,59,2619
咳嗽,20230101-20231101,青海,海南州,3496,114,3382
咳嗽,20230101-20231101,青海,海西,7134,114,7020
咳嗽,20230101-20231101,青海,玉树,2073,57,2016
咳嗽,20230101-20231101,青海,西宁,22731,1317,21414
咳嗽,20230101-20231101,青海,青海,26334,1783,24551
咳嗽,20230101-20231101,青海,黄南,1625,0,1625
咳嗽,20230101-20231101,香港,香港,22065,6032,16033
咳嗽,20230101-20231101,黑龙江,七台河,7366,401,6965
咳嗽,20230101-20231101,黑龙江,伊春,12237,513,11724
咳嗽,20230101-20231101,黑龙江,佳木斯,20069,1085,18984
咳嗽,20230101-20231101,黑龙江,双鸭山,12956,686,12270
咳嗽,20230101-20231101,黑龙江,哈尔滨,49937,10703,39234
咳嗽,20230101-20231101,黑龙江,大兴安岭,5273,517,4756
咳嗽,20230101-20231101,黑龙江,大庆,23219,2537,20682
咳嗽,20230101-20231101,黑龙江,牡丹江,21168,2349,18819
咳嗽,20230101-20231101,黑龙江,绥化,21449,1887,19562
咳嗽,20230101-20231101,黑龙江,鸡西,16093,747,15346
咳嗽,20230101-20231101,黑龙江,鹤岗,11097,745,10352
咳嗽,20230101-20231101,黑龙江,黑河,14696,517,14179
咳嗽,20230101-20231101,黑龙江,黑龙江,75872,14536,61336
咳嗽,20230101-20231101,黑龙江,齐齐哈尔,21365,1547,19818
阿莫西林,20230101-20231101,上海,上海,156151,38876,117275
阿莫西林,20230101-20231101,云南,临沧,17988,2630,15358
阿莫西林,20230101-20231101,云南,丽江,16793,1616,15177
阿莫西林,20230101-20231101,云南,云南,110751,19798,90953
阿莫西林,20230101-20231101,云南,保山,16929,1553,15376
阿莫西林,20230101-20231101,云南,大理,27265,4366,22899
阿莫西林,20230101-20231101,云南,德宏,19689,1315,18374
阿莫西林,20230101-20231101,云南,怒江,3577,230,3347
阿莫西林,20230101-20231101,云南,文山,17111,2461,14650
阿莫西林,20230101-20231101,云南,昆明,72813,16998,55815
阿莫西林,20230101-20231101,云南,昭通,20665,1832,18833
阿莫西林,20230101-20231101,云南,普洱,22478,3035,19443
阿莫西林,20230101-20231101,云南,曲靖,27909,4529,23380
阿莫西林,20230101-20231101,云南,楚雄,18829,2524,16305
阿莫西林,20230101-20231101,云南,玉溪,25992,3611,22381
阿莫西林,20230101-20231101,云南,红河,24363,4303,20060
阿莫西林,20230101-20231101,云南,西双版纳,17985,1551,16434
阿莫西林,20230101-20231101,云南,迪庆,5004,399,4605
阿莫西林,20230101-20231101,内蒙古,乌兰察布,18344,916,17428
阿莫西林,20230101-20231101,内蒙古,乌海,13233,1142,12091
阿莫西林,20230101-20231101,内蒙古,兴安盟,18022,1840,16182
阿莫西林,20230101-20231101,内蒙古,内蒙古,88745,17682,71063
阿莫西林,20230101-20231101,内蒙古,包头,29613,6684,22929
阿莫西林,20230101-20231101,内蒙古,呼伦贝尔,25370,3967,21403
阿莫西林,20230101-20231101,内蒙古,呼和浩特,47486,9663,37823
阿莫西林,20230101-20231101,内蒙古,巴彦淖尔,19789,2571,17218
阿莫西林,20230101-20231101,内蒙古,赤峰,32655,5658,26997
阿莫西林,20230101-20231101,内蒙古,通辽,24642,3444,21198
阿莫西林,20230101-20231101,内蒙古,鄂尔多斯,24331,4305,20026
阿莫西林,20230101-20231101,内蒙古,锡林郭勒盟,17739,1496,16243
阿莫西林,20230101-20231101,内蒙古,阿拉善盟,7770,1028,6742
阿莫西林,20230101-20231101,北京,北京,241982,46060,195922
阿莫西林,20230101-20231101,台湾,台湾,10046,4374,5672
阿莫西林,20230101-20231101,吉林,吉林,107696,19819,87877
阿莫西林,20230101-20231101,吉林,吉林市,33094,8170,24924
阿莫西林,20230101-20231101,吉林,四平,23636,3104,20532
阿莫西林,20230101-20231101,吉林,延边,27795,6167,21628
阿莫西林,20230101-20231101,吉林,松原,22470,2469,20001
阿莫西林,20230101-20231101,吉林,白城,19878,1734,18144
阿莫西林,20230101-20231101,吉林,白山,18227,1160,17067
阿莫西林,20230101-20231101,吉林,辽源,17400,1838,15562
阿莫西林,20230101-20231101,吉林,通化,23406,3271,20135
阿莫西林,20230101-20231101,吉林,长春,78395,17560,60835
阿莫西林,20230101-20231101,四川,乐山,24971,5605,19366
阿莫西林,20230101-20231101,四川,内江,24844,4193,20651
阿莫西林,20230101-20231101,四川,凉山,23225,4183,19042
阿莫西林,20230101-20231101,四川,南充,29761,7301,22460
阿莫西林,20230101-20231101,四川,四川,195257,30133,165124
阿莫西林,20230101-20231101,四川,宜宾,28790,6430,22360
阿莫西林,20230101-20231101,四川,巴中,22959,1950,21009
阿莫西林,20230101-20231101,四川,广元,17879,2406,15473
阿莫西林,20230101-20231101,四川,广安,22695,4222,18473
阿莫西林,20230101-20231101,四川,德阳,28545,7149,21396
阿莫西林,20230101-20231101,四川,成都,130688,26246,104442
阿莫西林,20230101-20231101,四川,攀枝花,15745,3207,12538
阿莫西林,20230101-20231101,四川,泸州,25760,4659,21101
阿莫西林,20230101-20231101,四川,甘孜,16975,2001,14974
阿莫西林,20230101-20231101,四川,眉山,23853,4197,19656
阿莫西林,20230101-20231101,四川,绵阳,32580,9612,22968
阿莫西林,20230101-20231101,四川,自贡,23271,4215,19056
