关键词,日期,省份,城市,PC+移动端,PC端,移动端
covid,20230101-20231101,四川,南充,3055,916,2139
covid,20230101-20231101,四川,四川,43305,16712,26593
covid,20230101-20231101,四川,宜宾,3555,1315,2240
covid,20230101-20231101,四川,巴中,2192,228,1964
covid,20230101-20231101,四川,广元,916,173,743
covid,20230101-20231101,四川,广安,629,285,344
covid,20230101-20231101,四川,德阳,2760,629,2131
covid,20230101-20231101,四川,成都,38753,15749,23004
covid,20230101-20231101,四川,攀枝花,285,171,114
covid,20230101-20231101,四川,泸州,2290,399,1891
covid,20230101-20231101,四川,甘孜,342,114,228
covid,20230101-20231101,四川,眉山,1776,627,1149
covid,20230101-20231101,四川,绵阳,5324,1315,4009
covid,20230101-20231101,四川,自贡,1486,686,800
covid,20230101-20231101,四川,资阳,516,116,400
covid,20230101-20231101,四川,达州,1493,342,1151
covid,20230101-20231101,四川,遂宁,859,171,688
covid,20230101-20231101,四川,阿坝,114,57,57
covid,20230101-20231101,四川,雅安,801,344,457
covid,20230101-20231101,天津,天津,34452,13660,20792
covid,20230101-20231101,宁夏,中卫,570,399,171
covid,20230101-20231101,宁夏,吴忠,287,57,230
covid,20230101-20231101,宁夏,固原,172,0,172
covid,20230101-20231101,宁夏,宁夏,8700,2412,6288
covid,20230101-20231101,宁夏,石嘴山,741,399,342
covid,20230101-20231101,宁夏,银川,5906,1722,4184
covid,20230101-20231101,安徽,亳州,2985,570,2415
covid,20230101-20231101,安徽,六安,1999,684,1315
covid,20230101-20231101,安徽,合肥,29044,9571,19473
covid,20230101-20231101,安徽,安庆,2769,918,1851
covid,20230101-20231101,安徽,安徽,37298,13885,23413
covid,20230101-20231101,安徽,宣城,2359,804,1555
covid,20230101-20231101,安徽,宿州,3674,684,2990
covid,20230101-20231101,安徽,巢湖,0,0,0
covid,20230101-20231101,安徽,池州,570,285,285
covid,20230101-20231101,安徽,淮北,1388,576,812
covid,20230101-20231101,安徽,淮南,1540,684,856
covid,20230101-20231101,安徽,滁州,3724,1598,2126
covid,20230101-20231101,安徽,芜湖,7222,3035,4187
covid,20230101-20231101,安徽,蚌埠,3913,1030,2883
covid,20230101-20231101,安徽,铜陵,1323,921,402
covid,20230101-20231101,安徽,阜阳,3045,743,2302
covid,20230101-20231101,安徽,马鞍山,3331,1832,1499
covid,20230101-20231101,安徽,黄山,2123,285,1838
covid,20230101-20231101,山东,东营,2823,973,1850
covid,20230101-20231101,山东,临沂,12712,3448,9264
covid,20230101-20231101,山东,威海,6311,3229,3082
covid,20230101-20231101,山东,山东,50564,18734,31830
covid,20230101-20231101,山东,德州,5690,1207,4483
covid,20230101-20231101,山东,日照,3984,1382,2602
covid,20230101-20231101,山东,枣庄,4336,916,3420
covid,20230101-20231101,山东,泰安,7701,2237,5464
covid,20230101-20231101,山东,济南,29764,11020,18744
covid,20230101-20231101,山东,济宁,10067,2474,7593
covid,20230101-20231101,山东,淄博,11073,3159,7914
covid,20230101-20231101,山东,滨州,5377,1142,4235
covid,20230101-20231101,山东,潍坊,16264,4560,11704
covid,20230101-20231101,山东,烟台,16983,5097,11886
covid,20230101-20231101,山东,聊城,5943,1494,4449
covid,20230101-20231101,山东,莱芜,457,114,343
covid,20230101-20231101,山东,菏泽,6209,1199,5010
covid,20230101-20231101,山东,青岛,30652,11242,19410
covid,20230101-20231101,山西,临汾,3639,857,2782
covid,20230101-20231101,山西,吕梁,2710,458,2252
covid,20230101-20231101,山西,大同,2933,513,2420
covid,20230101-20231101,山西,太原,18176,3635,14541
covid,20230101-20231101,山西,山西,27440,6476,20964
covid,20230101-20231101,山西,忻州,2133,171,1962
covid,20230101-20231101,山西,晋中,4336,743,3593
covid,20230101-20231101,山西,晋城,2584,458,2126
covid,20230101-20231101,山西,朔州,983,230,753
covid,20230101-20231101,山西,运城,4508,914,3594
covid,20230101-20231101,山西,长治,5572,576,4996
covid,20230101-20231101,山西,阳泉,1159,344,815
covid,20230101-20231101,广东,东莞,23912,8843,15069
covid,20230101-20231101,广东,中山,12489,5180,7309
covid,20230101-20231101,广东,云浮,1601,971,630
covid,20230101-20231101,广东,佛山,26552,9602,16950
covid,20230101-20231101,广东,广东,67541,25157,42384
covid,20230101-20231101,广东,广州,42199,18750,23449
covid,20230101-20231101,广东,惠州,10764,3159,7605
covid,20230101-20231101,广东,揭阳,5170,1437,3733
covid,20230101-20231101,广东,梅州,3229,1203,2026
covid,20230101-20231101,广东,汕头,10824,2593,8231
covid,20230101-20231101,广东,汕尾,1722,458,1264
covid,20230101-20231101,广东,江门,8683,3678,5005
covid,20230101-20231101,广东,河源,2183,684,1499
covid,20230101-20231101,广东,深圳,43818,18961,24857
covid,20230101-20231101,广东,清远,3436,1197,2239
covid,20230101-20231101,广东,湛江,4833,1319,3514
covid,20230101-20231101,广东,潮州,3110,1313,1797
covid,20230101-20231101,广东,珠海,17385,5206,12179
covid,20230101-20231101,广东,肇庆,4297,1539,2758
covid,20230101-20231101,广东,茂名,3341,973,2368
covid,20230101-20231101,广东,阳江,1896,743,1153
covid,20230101-20231101,广东,韶关,2929,1028,1901
covid,20230101-20231101,广西,北海,1613,743,870
covid,20230101-20231101,广西,南宁,19340,4889,14451
covid,20230101-20231101,广西,崇左,1769,627,1142
covid,20230101-20231101,广西,广西,29667,9366,20301
covid,20230101-20231101,广西,来宾,684,342,342
covid,20230101-20231101,广西,柳州,4480,1494,2986
covid,20230101-20231101,广西,桂林,6645,2296,4349
covid,20230101-20231101,广西,梧州,1029,285,744
covid,20230101-20231101,广西,河池,918,285,633
covid,20230101-20231101,广西,玉林,4365,855,3510
covid,20230101-20231101,广西,百色,1202,627,575
covid,20230101-20231101,广西,贵港,1372,627,745
covid,20230101-20231101,广西,贺州,689,399,290
covid,20230101-20231101,广西,钦州,2390,572,1818
covid,20230101-20231101,广西,防城港,286,171,115
covid,20230101-20231101,新疆,乌鲁木齐,11253,2575,8678
covid,20230101-20231101,新疆,五家渠,0,0,0
covid,20230101-20231101,新疆,伊犁,1145,228,917
covid,20230101-20231101,新疆,克孜勒苏柯尔克孜,57,0,57
covid,20230101-20231101,新疆,克拉玛依,399,342,57
covid,20230101-20231101,新疆,博尔塔拉,171,0,171
covid,20230101-20231101,新疆,吐鲁番,228,57,171
covid,20230101-20231101,新疆,和田,171,57,114
covid,20230101-20231101,新疆,哈密,342,57,285
covid,20230101-20231101,新疆,喀什,632,285,347
covid,20230101-20231101,新疆,图木舒克,57,0,57
covid,20230101-20231101,新疆,塔城,343,114,229
covid,20230101-20231101,新疆,巴音郭楞,971,171,800
covid,20230101-20231101,新疆,新疆,19578,4534,15044
covid,20230101-20231101,新疆,昌吉,399,342,57
covid,20230101-20231101,新疆,石河子,517,285,232
covid,20230101-20231101,新疆,阿克苏,458,116,342
covid,20230101-20231101,新疆,阿勒泰,403,346,57
covid,20230101-20231101,新疆,阿拉尔,114,0,114
covid,20230101-20231101,江苏,南京,36997,15192,21805
covid,20230101-20231101,江苏,南通,16197,4214,11983
covid,20230101-20231101,江苏,宿迁,6050,1319,4731
covid,20230101-20231101,江苏,常州,15578,5519,10059
covid,20230101-20231101,江苏,徐州,15879,3965,11914
covid,20230101-20231101,江苏,扬州,10337,3638,6699
covid,20230101-20231101,江苏,无锡,25377,9005,16372
covid,20230101-20231101,江苏,江苏,57763,21287,36476
covid,20230101-20231101,江苏,泰州,8220,2578,5642
covid,20230101-20231101,江苏,淮安,7243,1828,5415
covid,20230101-20231101,江苏,盐城,10291,2771,7520
covid,20230101-20231101,江苏,苏州,36460,15024,21436
covid,20230101-20231101,江苏,连云港,8307,3043,5264
covid,20230101-20231101,江苏,镇江,8588,3045,5543
covid,20230101-20231101,江西,上饶,4875,686,4189
covid,20230101-20231101,江西,九江,5635,1372,4263
covid,20230101-20231101,江西,南昌,23213,6111,17102
covid,20230101-20231101,江西,吉安,3111,627,2484
covid,20230101-20231101,江西,宜春,4550,1321,3229
covid,20230101-20231101,江西,抚州,3056,627,2429
covid,20230101-20231101,江西,新余,1200,800,400
covid,20230101-20231101,江西,景德镇,1779,627,1152
covid,20230101-20231101,江西,江西,32175,10352,21823
covid,20230101-20231101,江西,萍乡,1092,342,750
covid,20230101-20231101,江西,赣州,9595,2229,7366
covid,20230101-20231101,江西,鹰潭,742,342,400
covid,20230101-20231101,河北,保定,13857,3577,10280
covid,20230101-20231101,河北,唐山,12131,2765,9366
covid,20230101-20231101,河北,廊坊,12638,3513,9125
covid,20230101-20231101,河北,张家口,3698,1030,2668
covid,20230101-20231101,河北,承德,2768,916,1852
covid,20230101-20231101,河北,沧州,6555,1494,5061
covid,20230101-20231101,河北,河北,39990,14475,25515
covid,20230101-20231101,河北,石家庄,26870,7691,19179
covid,20230101-20231101,河北,秦皇岛,5283,1773,3510
covid,20230101-20231101,河北,衡水,2708,798,1910
covid,20230101-20231101,河北,邢台,5279,1783,3496
covid,20230101-20231101,河北,邯郸,9204,2526,6678
covid,20230101-20231101,河南,三门峡,1323,462,861
covid,20230101-20231101,河南,信阳,5946,1657,4289
covid,20230101-20231101,河南,南阳,8930,2190,6740
covid,20230101-20231101,河南,周口,5060,804,4256
covid,20230101-20231101,河南,商丘,6393,1313,5080
covid,20230101-20231101,河南,安阳,5613,1142,4471
covid,20230101-20231101,河南,平顶山,4596,690,3906
covid,20230101-20231101,河南,开封,3674,1427,2247
covid,20230101-20231101,河南,新乡,9912,2005,7907
covid,20230101-20231101,河南,河南,42147,15426,26721
covid,20230101-20231101,河南,洛阳,10097,2943,7154
covid,20230101-20231101,河南,济源,399,114,285
covid,20230101-20231101,河南,漯河,1675,747,928
covid,20230101-20231101,河南,濮阳,2413,859,1554
covid,20230101-20231101,河南,焦作,3059,857,2202
covid,20230101-20231101,河南,许昌,2423,859,1564
covid,20230101-20231101,河南,郑州,30337,11042,19295
covid,20230101-20231101,河南,驻马店,3399,743,2656
covid,20230101-20231101,河南,鹤壁,975,287,688
covid,20230101-20231101,浙江,丽水,3095,1543,1552
covid,20230101-20231101,浙江,台州,12552,4481,8071
covid,20230101-20231101,浙江,嘉兴,16032,5936,10096
covid,20230101-20231101,浙江,宁波,29174,11224,17950
covid,20230101-20231101,浙江,杭州,41787,17185,24602
covid,20230101-20231101,浙江,浙江,54295,20800,33495
covid,20230101-20231101,浙江,温州,20537,6627,13910
covid,20230101-20231101,浙江,湖州,6709,2685,4024
covid,20230101-20231101,浙江,绍兴,13455,3856,9599
covid,20230101-20231101,浙江,舟山,2176,1317,859
covid,20230101-20231101,浙江,衢州,3288,1032,2256
covid,20230101-20231101,浙江,金华,12707,4851,7856
covid,20230101-20231101,海南,万宁,171,57,114
covid,20230101-20231101,海南,三亚,2578,686,1892
covid,20230101-20231101,海南,东方,228,171,57
covid,20230101-20231101,海南,临高,0,0,0
covid,20230101-20231101,海南,乐东,228,0,228
covid,20230101-20231101,海南,五指山,0,0,0
covid,20230101-20231101,海南,保亭,0,0,0
covid,20230101-20231101,海南,儋州,632,228,404
covid,20230101-20231101,海南,定安,0,0,0
covid,20230101-20231101,海南,屯昌,0,0,0
covid,20230101-20231101,海南,文昌,171,57,114
covid,20230101-20231101,海南,昌江,114,57,57
covid,20230101-20231101,海南,海南,18522,5185,13337
covid,20230101-20231101,海南,海口,12405,3736,8669
covid,20230101-20231101,海南,澄迈,627,513,114
covid,20230101-20231101,海南,琼中,171,57,114
covid,20230101-20231101,海南,琼海,399,114,285
covid,20230101-20231101,海南,白沙,114,0,114
covid,20230101-20231101,海南,陵水,399,114,285
covid,20230101-20231101,湖北,仙桃,514,228,286
covid,20230101-20231101,湖北,十堰,2238,912,1326
covid,20230101-20231101,湖北,咸宁,2057,513,1544
covid,20230101-20231101,湖北,天门,173,173,0
covid,20230101-20231101,湖北,孝感,2819,1146,1673
covid,20230101-20231101,湖北,宜昌,6371,2003,4368
covid,20230101-20231101,湖北,恩施,2481,456,2025
covid,20230101-20231101,湖北,武汉,36040,15368,20672
covid,20230101-20231101,湖北,湖北,41576,16850,24726
covid,20230101-20231101,湖北,潜江,406,234,172
covid,20230101-20231101,湖北,神农架,0,0,0
covid,20230101-20231101,湖北,荆州,4631,1144,3487
covid,20230101-20231101,湖北,荆门,7674,857,6817
covid,20230101-20231101,湖北,襄阳,3409,741,2668
covid,20230101-20231101,湖北,鄂州,1716,344,1372
covid,20230101-20231101,湖北,随州,863,342,521
covid,20230101-20231101,湖北,黄冈,4622,855,3767
covid,20230101-20231101,湖北,黄石,2991,570,2421
covid,20230101-20231101,湖南,娄底,4055,344,3711
covid,20230101-20231101,湖南,岳阳,3350,804,2546
covid,20230101-20231101,湖南,常德,4109,690,3419
covid,20230101-20231101,湖南,张家界,1256,456,800
covid,20230101-20231101,湖南,怀化,2296,973,1323
covid,20230101-20231101,湖南,株洲,2645,971,1674
covid,20230101-20231101,湖南,永州,2190,458,1732
covid,20230101-20231101,湖南,湖南,36045,12978,23067
covid,20230101-20231101,湖南,湘潭,2528,914,1614
covid,20230101-20231101,湖南,湘西,1258,627,631
covid,20230101-20231101,湖南,益阳,1886,798,1088
covid,20230101-20231101,湖南,衡阳,4955,1142,3813
covid,20230101-20231101,湖南,邵阳,2992,684,2308
covid,20230101-20231101,湖南,郴州,2464,971,1493
covid,20230101-20231101,湖南,长沙,29176,9700,19476
covid,20230101-20231101,澳门,澳门,1654,570,1084
covid,20230101-20231101,甘肃,临夏,516,171,345
covid,20230101-20231101,甘肃,兰州,11328,2921,8407
covid,20230101-20231101,甘肃,嘉峪关,345,230,115
covid,20230101-20231101,甘肃,天水,1084,114,970
covid,20230101-20231101,甘肃,定西,456,0,456
covid,20230101-20231101,甘肃,平凉,515,0,515
covid,20230101-20231101,甘肃,庆阳,914,228,686
covid,20230101-20231101,甘肃,张掖,972,114,858
covid,20230101-20231101,甘肃,武威,408,0,408
covid,20230101-20231101,甘肃,甘南,57,0,57
covid,20230101-20231101,甘肃,甘肃,19922,4124,15798
covid,20230101-20231101,甘肃,白银,515,57,458
covid,20230101-20231101,甘肃,酒泉,570,228,342
covid,20230101-20231101,甘肃,金昌,285,57,228
covid,20230101-20231101,甘肃,陇南,684,114,570
covid,20230101-20231101,福建,三明,3278,1201,2077
covid,20230101-20231101,福建,南平,3954,863,3091
covid,20230101-20231101,福建,厦门,23759,9070,14689
covid,20230101-20231101,福建,宁德,3160,916,2244
covid,20230101-20231101,福建,泉州,17289,4561,12728
covid,20230101-20231101,福建,漳州,11684,1549,10135
covid,20230101-20231101,福建,福州,28108,9184,18924
covid,20230101-20231101,福建,福建,42393,15763,26630
covid,20230101-20231101,福建,莆田,7751,1944,5807
covid,20230101-20231101,福建,龙岩,4741,914,3827
covid,20230101-20231101,西藏,山南,57,0,57
covid,20230101-20231101,西藏,拉萨,685,57,628
covid,20230101-20231101,西藏,日喀则,57,57,0
covid,20230101-20231101,西藏,昌都,114,57,57
covid,20230101-20231101,西藏,林芝,57,0,57
covid,20230101-20231101,西藏,西藏,1601,285,1316
covid,20230101-20231101,西藏,那曲,57,57,0
covid,20230101-20231101,西藏,阿里,0,0,0
covid,20230101-20231101,贵州,六盘水,688,399,289
covid,20230101-20231101,贵州,安顺,1963,173,1790
covid,20230101-20231101,贵州,毕节,1092,171,921
covid,20230101-20231101,贵州,贵州,21550,4623,16927
covid,20230101-20231101,贵州,贵阳,13715,2867,10848
covid,20230101-20231101,贵州,遵义,5106,743,4363
covid,20230101-20231101,贵州,铜仁,859,228,631
covid,20230101-20231101,贵州,黔东南,1038,456,582
covid,20230101-20231101,贵州,黔南,1885,342,1543
covid,20230101-20231101,贵州,黔西南,458,344,114
covid,20230101-20231101,辽宁,丹东,2550,1159,1391
covid,20230101-20231101,辽宁,大连,24701,8387,16314
covid,20230101-20231101,辽宁,抚顺,2349,798,1551
covid,20230101-20231101,辽宁,朝阳,1831,857,974
covid,20230101-20231101,辽宁,本溪,1959,631,1328
covid,20230101-20231101,辽宁,沈阳,25711,7921,17790
covid,20230101-20231101,辽宁,盘锦,1667,285,1382
covid,20230101-20231101,辽宁,营口,1850,863,987
covid,20230101-20231101,辽宁,葫芦岛,1964,458,1506
covid,20230101-20231101,辽宁,辽宁,38306,14293,24013
covid,20230101-20231101,辽宁,辽阳,862,0,862
covid,20230101-20231101,辽宁,铁岭,2879,741,2138
covid,20230101-20231101,辽宁,锦州,3131,572,2559
covid,20230101-20231101,辽宁,阜新,1215,458,757
covid,20230101-20231101,辽宁,鞍山,5332,973,4359
covid,20230101-20231101,重庆,重庆,32292,11537,20755
covid,20230101-20231101,陕西,咸阳,6408,2016,4392
covid,20230101-20231101,陕西,商洛,464,228,236
covid,20230101-20231101,陕西,安康,971,399,572
covid,20230101-20231101,陕西,宝鸡,3059,690,2369
covid,20230101-20231101,陕西,延安,2132,114,2018
covid,20230101-20231101,陕西,榆林,3012,576,2436
covid,20230101-20231101,陕西,汉中,1491,456,1035
covid,20230101-20231101,陕西,渭南,3883,574,3309
covid,20230101-20231101,陕西,西安,32088,12004,20084
covid,20230101-20231101,陕西,铜川,406,234,172
covid,20230101-20231101,陕西,陕西,35955,13650,22305
covid,20230101-20231101,青海,果洛,0,0,0
covid,20230101-20231101,青海,海东,229,114,115
covid,20230101-20231101,青海,海北,114,57,57
covid,20230101-20231101,青海,海南州,171,57,114
covid,20230101-20231101,青海,海西,400,114,286
covid,20230101-20231101,青海,玉树,0,0,0
covid,20230101-20231101,青海,西宁,3968,745,3223
covid,20230101-20231101,青海,青海,5488,1032,4456
covid,20230101-20231101,青海,黄南,0,0,0
covid,20230101-20231101,香港,香港,22734,10583,12151
covid,20230101-20231101,黑龙江,七台河,234,57,177
covid,20230101-20231101,黑龙江,伊春,752,285,467
covid,20230101-20231101,黑龙江,佳木斯,1959,456,1503
covid,20230101-20231101,黑龙江,双鸭山,342,0,342
covid,20230101-20231101,黑龙江,哈尔滨,23113,6728,16385
covid,20230101-20231101,黑龙江,大兴安岭,114,114,0
covid,20230101-20231101,黑龙江,大庆,3682,1203,2479
covid,20230101-20231101,黑龙江,牡丹江,2364,741,1623
covid,20230101-20231101,黑龙江,绥化,1720,570,1150
covid,20230101-20231101,黑龙江,鸡西,918,230,688
covid,20230101-20231101,黑龙江,鹤岗,630,230,400
covid,20230101-20231101,黑龙江,黑河,694,342,352
covid,20230101-20231101,黑龙江,黑龙江,28952,8829,20123
covid,20230101-20231101,黑龙江,齐齐哈尔,2770,513,2257
新冠肺炎,20230101-20231101,上海,上海,60650,24973,35677
新冠肺炎,20230101-20231101,云南,临沧,3902,1026,2876
新冠肺炎,20230101-20231101,云南,丽江,2854,686,2168
新冠肺炎,20230101-20231101,云南,云南,43988,14325,29663
新冠肺炎,20230101-20231101,云南,保山,3183,922,2261
新冠肺炎,20230101-20231101,云南,大理,10925,2003,8922
新冠肺炎,20230101-20231101,云南,德宏,4864,798,4066
新冠肺炎,20230101-20231101,云南,怒江,457,171,286
新冠肺炎,20230101-20231101,云南,文山,2959,798,2161
新冠肺炎,20230101-20231101,云南,昆明,31836,9835,22001
新冠肺炎,20230101-20231101,云南,昭通,4164,861,3303
新冠肺炎,20230101-20231101,云南,普洱,5441,855,4586
新冠肺炎,20230101-20231101,云南,曲靖,12040,2233,9807
新冠肺炎,20230101-20231101,云南,楚雄,4185,1221,2964
新冠肺炎,20230101-20231101,云南,玉溪,10066,1323,8743
新冠肺炎,20230101-20231101,云南,红河,8090,2010,6080
新冠肺炎,20230101-20231101,云南,西双版纳,3339,916,2423
新冠肺炎,20230101-20231101,云南,迪庆,994,57,937
新冠肺炎,20230101-20231101,内蒙古,乌兰察布,4149,861,3288
新冠肺炎,20230101-20231101,内蒙古,乌海,1787,515,1272
新冠肺炎,20230101-20231101,内蒙古,兴安盟,3791,916,2875
新冠肺炎,20230101-20231101,内蒙古,内蒙古,37356,12120,25236
新冠肺炎,20230101-20231101,内蒙古,包头,9971,2939,7032
新冠肺炎,20230101-20231101,内蒙古,呼伦贝尔,8092,2406,5686
新冠肺炎,20230101-20231101,内蒙古,呼和浩特,24538,6444,18094
新冠肺炎,20230101-20231101,内蒙古,巴彦淖尔,4270,1142,3128
新冠肺炎,20230101-20231101,内蒙古,赤峰,13564,3104,10460
新冠肺炎,20230101-20231101,内蒙古,通辽,6213,1604,4609
新冠肺炎,20230101-20231101,内蒙古,鄂尔多斯,6489,1773,4716
新冠肺炎,20230101-20231101,内蒙古,锡林郭勒盟,3075,1089,1986
新冠肺炎,20230101-20231101,内蒙古,阿拉善盟,1319,515,804
新冠肺炎,20230101-20231101,北京,北京,70161,28390,41771
新冠肺炎,20230101-20231101,台湾,台湾,4837,3098,1739
新冠肺炎,20230101-20231101,吉林,吉林,40927,14225,26702
新冠肺炎,20230101-20231101,吉林,吉林市,12728,3333,9395
新冠肺炎,20230101-20231101,吉林,四平,5769,1490,4279
新冠肺炎,20230101-20231101,吉林,延边,10672,4163,6509
新冠肺炎,20230101-20231101,吉林,松原,4035,629,3406
新冠肺炎,20230101-20231101,吉林,白城,3390,969,2421
新冠肺炎,20230101-20231101,吉林,白山,4030,1087,2943
新冠肺炎,20230101-20231101,吉林,辽源,2267,515,1752
新冠肺炎,20230101-20231101,吉林,通化,4839,1205,3634
新冠肺炎,20230101-20231101,吉林,长春,33541,11422,22119
新冠肺炎,20230101-20231101,四川,乐山,5684,2188,3496
新冠肺炎,20230101-20231101,四川,内江,6703,1551,5152
新冠肺炎,20230101-20231101,四川,凉山,6401,1655,4746
新冠肺炎,20230101-20231101,四川,南充,8484,2196,6288
新冠肺炎,20230101-20231101,四川,四川,57573,20476,37097
新冠肺炎,20230101-20231101,四川,宜宾,10261,2805,7456
新冠肺炎,20230101-20231101,四川,巴中,6434,1317,5117
新冠肺炎,20230101-20231101,四川,广元,3323,1209,2114
新冠肺炎,20230101-20231101,四川,广安,4691,1545,3146
新冠肺炎,20230101-20231101,四川,德阳,8809,3170,5639
新冠肺炎,20230101-20231101,四川,成都,45714,17725,27989
新冠肺炎,20230101-20231101,四川,攀枝花,2488,1209,1279
新冠肺炎,20230101-20231101,四川,泸州,8106,2414,5692
新冠肺炎,20230101-20231101,四川,甘孜,3522,969,2553
新冠肺炎,20230101-20231101,四川,眉山,5659,1614,4045
新冠肺炎,20230101-20231101,四川,绵阳,11348,4138,7210
新冠肺炎,20230101-20231101,四川,自贡,6611,2929,3682
新冠肺炎,20230101-20231101,四川,资阳,2945,1315,1630
新冠肺炎,20230101-20231101,四川,达州,5885,1787,4098
新冠肺炎,20230101-20231101,四川,遂宁,4159,1775,2384
新冠肺炎,20230101-20231101,四川,阿坝,1896,688,1208
新冠肺炎,20230101-20231101,四川,雅安,3403,1604,1799
新冠肺炎,20230101-20231101,天津,天津,39287,15579,23708
新冠肺炎,20230101-20231101,宁夏,中卫,2077,570,1507
新冠肺炎,20230101-20231101,宁夏,吴忠,3281,513,2768
新冠肺炎,20230101-20231101,宁夏,固原,2263,684,1579
新冠肺炎,20230101-20231101,宁夏,宁夏,20642,5645,14997
新冠肺炎,20230101-20231101,宁夏,石嘴山,3264,857,2407
新冠肺炎,20230101-20231101,宁夏,银川,15206,4396,10810
新冠肺炎,20230101-20231101,安徽,亳州,9981,1661,8320
新冠肺炎,20230101-20231101,安徽,六安,8496,2760,5736
新冠肺炎,20230101-20231101,安徽,合肥,37197,13078,24119
新冠肺炎,20230101-20231101,安徽,安庆,10099,3224,6875
新冠肺炎,20230101-20231101,安徽,安徽,51955,17937,34018
新冠肺炎,20230101-20231101,安徽,宣城,7833,2646,5187
新冠肺炎,20230101-20231101,安徽,宿州,9954,2192,7762
新冠肺炎,20230101-20231101,安徽,巢湖,0,0,0
新冠肺炎,20230101-20231101,安徽,池州,3931,1260,2671
新冠肺炎,20230101-20231101,安徽,淮北,4056,1378,2678
新冠肺炎,20230101-20231101,安徽,淮南,6538,2410,4128
新冠肺炎,20230101-20231101,安徽,滁州,9738,2951,6787
新冠肺炎,20230101-20231101,安徽,芜湖,13699,6131,7568
新冠肺炎,20230101-20231101,安徽,蚌埠,8221,2355,5866
新冠肺炎,20230101-20231101,安徽,铜陵,3351,1028,2323
新冠肺炎,20230101-20231101,安徽,阜阳,11036,2760,8276
新冠肺炎,20230101-20231101,安徽,马鞍山,8261,2638,5623
新冠肺炎,20230101-20231101,安徽,黄山,6484,1779,4705
新冠肺炎,20230101-20231101,山东,东营,10613,4232,6381
新冠肺炎,20230101-20231101,山东,临沂,25001,7470,17531
新冠肺炎,20230101-20231101,山东,威海,12719,4849,7870
新冠肺炎,20230101-20231101,山东,山东,76470,23197,53273
新冠肺炎,20230101-20231101,山东,德州,13951,3336,10615
新冠肺炎,20230101-20231101,山东,日照,9380,3002,6378
新冠肺炎,20230101-20231101,山东,枣庄,13548,4252,9296
新冠肺炎,20230101-20231101,山东,泰安,14095,4993,9102
新冠肺炎,20230101-20231101,山东,济南,38586,15321,23265
新冠肺炎,20230101-20231101,山东,济宁,21819,8133,13686
新冠肺炎,20230101-20231101,山东,淄博,21531,5772,15759
新冠肺炎,20230101-20231101,山东,滨州,12183,3256,8927
新冠肺炎,20230101-20231101,山东,潍坊,26271,8045,18226
新冠肺炎,20230101-20231101,山东,烟台,26458,8290,18168
新冠肺炎,20230101-20231101,山东,聊城,15671,3515,12156
新冠肺炎,20230101-20231101,山东,莱芜,2035,230,1805
新冠肺炎,20230101-20231101,山东,菏泽,17163,3639,13524
新冠肺炎,20230101-20231101,山东,青岛,35846,12139,23707
新冠肺炎,20230101-20231101,山西,临汾,10099,2076,8023
新冠肺炎,20230101-20231101,山西,吕梁,8281,1783,6498
新冠肺炎,20230101-20231101,山西,大同,9774,1958,7816
新冠肺炎,20230101-20231101,山西,太原,29843,10189,19654
新冠肺炎,20230101-20231101,山西,山西,44066,14439,29627
新冠肺炎,20230101-20231101,山西,忻州,7298,1148,6150
新冠肺炎,20230101-20231101,山西,晋中,11798,2823,8975
新冠肺炎,20230101-20231101,山西,晋城,6607,1667,4940
新冠肺炎,20230101-20231101,山西,朔州,5265,1435,3830
新冠肺炎,20230101-20231101,山西,运城,9307,2355,6952
新冠肺炎,20230101-20231101,山西,长治,14248,1775,12473
新冠肺炎,20230101-20231101,山西,阳泉,5915,1771,4144
新冠肺炎,20230101-20231101,广东,东莞,32814,12221,20593
新冠肺炎,20230101-20231101,广东,中山,20440,6904,13536
新冠肺炎,20230101-20231101,广东,云浮,5531,2066,3465
新冠肺炎,20230101-20231101,广东,佛山,33551,12867,20684
新冠肺炎,20230101-20231101,广东,广东,95717,30994,64723
新冠肺炎,20230101-20231101,广东,广州,50110,20769,29341
新冠肺炎,20230101-20231101,广东,惠州,21379,7518,13861
新冠肺炎,20230101-20231101,广东,揭阳,12796,3275,9521
新冠肺炎,20230101-20231101,广东,梅州,9744,2931,6813
新冠肺炎,20230101-20231101,广东,汕头,21551,5902,15649
新冠肺炎,20230101-20231101,广东,汕尾,7129,2237,4892
新冠肺炎,20230101-20231101,广东,江门,15562,6621,8941
新冠肺炎,20230101-20231101,广东,河源,8569,2062,6507
新冠肺炎,20230101-20231101,广东,深圳,49900,20529,29371
新冠肺炎,20230101-20231101,广东,清远,10043,3401,6642
新冠肺炎,20230101-20231101,广东,湛江,14990,4380,10610
新冠肺炎,20230101-20231101,广东,潮州,6630,2300,4330
新冠肺炎,20230101-20231101,广东,珠海,17029,7654,9375
新冠肺炎,20230101-20231101,广东,肇庆,13120,3568,9552
新冠肺炎,20230101-20231101,广东,茂名,8764,3077,5687
新冠肺炎,20230101-20231101,广东,阳江,6288,2125,4163
新冠肺炎,20230101-20231101,广东,韶关,9889,3874,6015
新冠肺炎,20230101-20231101,广西,北海,6137,2074,4063
新冠肺炎,20230101-20231101,广西,南宁,30823,10667,20156
新冠肺炎,20230101-20231101,广西,崇左,6804,1952,4852
