ObjectID,Name,OriginID,DestinationID,DestinationRank,Total_长度
310,菏泽市 - 萍乡市,136,351,7,1256.378698007816411
311,菏泽市 - 烟台市,136,127,8,1363.382848743439354
312,菏泽市 - 新乡市,136,142,9,1386.193716432620022
313,菏泽市 - 郴州市,136,177,10,1453.159362031545243
314,菏泽市 - 四平市,136,48,11,1660.115925144466246
315,菏泽市 - 三门峡市,136,147,12,1709.095407162738866
316,菏泽市 - 上饶市,136,121,13,1714.603708187743905
317,菏泽市 - 商洛市,136,291,14,1900.067070867130042
318,菏泽市 - 安康市,136,290,15,2209.869759419065304
319,菏泽市 - 济源市,136,152,16,2262.437714791295548
320,菏泽市 - 龙岩市,136,111,17,2425.277053261574110
321,菏泽市 - 恩施土家族苗族自治州,136,355,18,3042.668037135816576
322,菏泽市 - 曲靖市,136,261,19,3182.876196502611492
323,菏泽市 - 贺州市,136,211,20,3253.079715011133430
324,菏泽市 - 黄冈市,136,162,21,3403.716003411532711
325,菏泽市 - 拉萨市,136,364,22,3966.826985256769149
326,郑州市 - 郑州市,137,137,1,0.000000000000000
327,开封市 - 开封市,138,138,1,0.000000000000000
328,洛阳市 - 洛阳市,139,139,1,0.000000000000000
329,平顶山市 - 平顶山市,140,140,1,0.000000000000000
330,安阳市 - 安阳市,141,141,1,0.000000000000000
331,新乡市 - 新乡市,142,142,1,0.000000000000000
332,新乡市 - 承德市,142,9,2,877.022551360868420
333,新乡市 - 张家口市,142,8,3,890.767157096522624
334,新乡市 - 秦皇岛市,142,341,4,961.610944070808728
335,新乡市 - 邢台市,142,6,5,971.810883456255510
336,新乡市 - 吕梁市,142,22,6,1353.380694008715864
337,新乡市 - 菏泽市,142,136,7,1386.193716432620931
338,新乡市 - 四平市,142,48,8,1509.394856269526827
339,新乡市 - 烟台市,142,127,9,1717.400268267378124
340,新乡市 - 三门峡市,142,147,10,1999.660323226090441
341,新乡市 - 商洛市,142,291,11,2261.194697119309239
342,新乡市 - 萍乡市,142,351,12,2322.254518829124208
343,新乡市 - 安康市,142,290,13,2500.434675482418697
344,新乡市 - 郴州市,142,177,14,2519.035182852851449
345,新乡市 - 济源市,142,152,15,2553.002630854648032
346,新乡市 - 上饶市,142,121,16,2780.479529009051475
347,新乡市 - 龙岩市,142,111,17,3128.118737777307615
348,新乡市 - 黄冈市,142,162,18,3252.984896471171851
349,新乡市 - 恩施土家族苗族自治州,142,355,19,3396.685456659754436
350,新乡市 - 曲靖市,142,261,20,3555.371989176197530
351,新乡市 - 贺州市,142,211,21,3625.575507684719469
352,新乡市 - 拉萨市,142,364,22,4320.844404780707009
353,焦作市 - 焦作市,143,143,1,0.000000000000000
354,濮阳市 - 濮阳市,144,144,1,0.000000000000000
355,许昌市 - 许昌市,145,145,1,0.000000000000000
356,漯河市 - 漯河市,146,146,1,0.000000000000000
357,三门峡市 - 三门峡市,147,147,1,0.000000000000000
358,三门峡市 - 安康市,147,290,2,500.774352256324846
359,三门峡市 - 济源市,147,152,3,553.342307628559979
360,三门峡市 - 吕梁市,147,22,4,1558.043836832943271
361,三门峡市 - 秦皇岛市,147,341,5,1562.124622306150968
362,三门峡市 - 承德市,147,9,6,1635.948389403762349
363,三门峡市 - 张家口市,147,8,7,1649.692995139418372
364,三门峡市 - 菏泽市,147,136,8,1709.095407162741139
365,三门峡市 - 邢台市,147,6,9,1773.651547771257356
366,三门峡市 - 烟台市,147,127,10,1951.148166508071427
367,三门峡市 - 新乡市,147,142,11,1999.660323226093169
368,三门峡市 - 恩施土家族苗族自治州,147,355,12,2017.200634962916865
369,三门峡市 - 四平市,147,48,13,2110.698138303112046
370,三门峡市 - 商洛市,147,291,14,2354.195839007526047
371,三门峡市 - 曲靖市,147,261,15,2558.063103991820299
372,三门峡市 - 萍乡市,147,351,16,2645.156209559243507
373,三门峡市 - 贺州市,147,211,17,2689.676083452750390
374,三门峡市 - 郴州市,147,177,18,2841.936873582970748
375,三门峡市 - 拉萨市,147,364,19,2995.704083299521244
376,三门峡市 - 上饶市,147,121,20,3103.381219739170774
377,三门峡市 - 龙岩市,147,111,21,3231.366676327956156
378,三门峡市 - 黄冈市,147,162,22,3854.298216570174191
379,南阳市 - 南阳市,148,148,1,0.000000000000000
380,商丘市 - 商丘市,149,149,1,0.000000000000000
381,信阳市 - 信阳市,150,150,1,0.000000000000000
382,驻马店市 - 驻马店市,151,151,1,0.000000000000000
383,济源市 - 济源市,152,152,1,0.000000000000000
384,济源市 - 三门峡市,152,147,2,553.342307628559979
385,济源市 - 安康市,152,290,3,786.539782944185731
386,济源市 - 吕梁市,152,22,4,1843.809267520804497
387,济源市 - 秦皇岛市,152,341,5,2115.466929934713335
388,济源市 - 承德市,152,9,6,2189.290697032325625
389,济源市 - 张家口市,152,8,7,2203.035302767978010
390,济源市 - 菏泽市,152,136,8,2262.437714791301460
391,济源市 - 恩施土家族苗族自治州,152,355,9,2302.966065650780365
392,济源市 - 邢台市,152,6,10,2326.993855399817676
393,济源市 - 烟台市,152,127,11,2504.490474136631292
394,济源市 - 新乡市,152,142,12,2553.002630854653489
395,济源市 - 四平市,152,48,13,2664.040445931671911
396,济源市 - 曲靖市,152,261,14,2843.828534679684253
397,济源市 - 商洛市,152,291,15,2907.538146636087731
398,济源市 - 贺州市,152,211,16,2975.441514140614345
399,济源市 - 萍乡市,152,351,17,3198.498517187806556
400,济源市 - 拉萨市,152,364,18,3281.469513987382925
401,济源市 - 郴州市,152,177,19,3395.279181211533796
402,济源市 - 上饶市,152,121,20,3656.723527367733823
403,济源市 - 龙岩市,152,111,21,3784.708983956515112
404,济源市 - 黄冈市,152,162,22,4407.640524198739513
405,武汉市 - 武汉市,153,153,1,0.000000000000000
406,黄石市 - 黄石市,154,154,1,0.000000000000000
407,十堰市 - 十堰市,155,155,1,0.000000000000000
408,宜昌市 - 宜昌市,156,156,1,0.000000000000000
409,襄阳市 - 襄阳市,157,157,1,0.000000000000000
410,鄂州市 - 鄂州市,158,158,1,0.000000000000000
411,荆门市 - 荆门市,159,159,1,0.000000000000000
412,孝感市 - 孝感市,160,160,1,0.000000000000000
413,荆州市 - 荆州市,161,161,1,0.000000000000000
414,黄冈市 - 黄冈市,162,162,1,0.000000000000000
415,黄冈市 - 秦皇岛市,162,341,2,2572.341422111505381
416,黄冈市 - 承德市,162,9,3,2862.420572959329547
417,黄冈市 - 张家口市,162,8,4,2876.165178694982387
418,黄冈市 - 四平市,162,48,5,2910.300217109555888
419,黄冈市 - 邢台市,162,6,6,3026.976121016333764
420,黄冈市 - 新乡市,162,142,7,3252.984896471169577
421,黄冈市 - 吕梁市,162,22,8,3363.165429781402509
422,黄冈市 - 菏泽市,162,136,9,3403.716003411531347
423,黄冈市 - 烟台市,162,127,10,3727.185004040063177
424,黄冈市 - 三门峡市,162,147,11,3854.298216570172372
425,黄冈市 - 商洛市,162,291,12,4148.600997547511724
426,黄冈市 - 萍乡市,162,351,13,4339.776805808039171
427,黄冈市 - 安康市,162,290,14,4355.072568826496536
428,黄冈市 - 济源市,162,152,15,4407.640524198735875
429,黄冈市 - 郴州市,162,177,16,4536.557469831763228
430,黄冈市 - 上饶市,162,121,17,4798.001815987961891
431,黄冈市 - 龙岩市,162,111,18,5015.525038205503733
432,黄冈市 - 恩施土家族苗族自治州,162,355,19,5406.470192432436306
433,黄冈市 - 曲靖市,162,261,20,5572.799877092631505
434,黄冈市 - 贺州市,162,211,21,5643.003395601155717
435,黄冈市 - 拉萨市,162,364,22,6330.629140553381148
436,咸宁市 - 咸宁市,163,163,1,0.000000000000000
437,随州市 - 随州市,164,164,1,0.000000000000000
438,仙桃市 - 仙桃市,165,165,1,0.000000000000000
439,潜江市 - 潜江市,166,166,1,0.000000000000000
440,天门市 - 天门市,167,167,1,0.000000000000000
441,神农架林区 - 神农架林区,168,168,1,0.000000000000000
442,长沙市 - 长沙市,169,169,1,0.000000000000000
443,株洲市 - 株洲市,170,170,1,0.000000000000000
444,湘潭市 - 湘潭市,171,171,1,0.000000000000000
445,衡阳市 - 衡阳市,172,172,1,0.000000000000000
446,邵阳市 - 邵阳市,173,173,1,0.000000000000000
447,常德市 - 常德市,174,174,1,0.000000000000000
448,张家界市 - 张家界市,175,175,1,0.000000000000000
449,益阳市 - 益阳市,176,176,1,0.000000000000000
450,郴州市 - 郴州市,177,177,1,0.000000000000000
451,郴州市 - 萍乡市,177,351,2,368.855639255379174
452,郴州市 - 上饶市,177,121,3,827.080649435305418
453,郴州市 - 龙岩市,177,111,4,972.710925181827179
454,郴州市 - 菏泽市,177,136,5,1453.159362031545243
455,郴州市 - 吕梁市,177,22,6,2132.204740905008293
456,郴州市 - 承德市,177,9,7,2172.590127565003513
457,郴州市 - 张家口市,177,8,8,2186.334733300655898
458,郴州市 - 秦皇岛市,177,341,9,2244.383875567739324
459,郴州市 - 邢台市,177,6,10,2293.026407398016090
460,郴州市 - 商洛市,177,291,11,2393.442123075602012
461,郴州市 - 烟台市,177,127,12,2496.224315163671690
462,郴州市 - 新乡市,177,142,13,2519.035182852851449
463,郴州市 - 四平市,177,48,14,2792.957391564698355
464,郴州市 - 三门峡市,177,147,15,2841.936873582968929
465,郴州市 - 安康市,177,290,16,3342.711225839299004
466,郴州市 - 济源市,177,152,17,3395.279181211528794
467,郴州市 - 恩施土家族苗族自治州,177,355,18,4175.509503556053460
468,郴州市 - 曲靖市,177,261,19,4315.717662922837917
469,郴州市 - 贺州市,177,211,20,4385.921181431362129
470,郴州市 - 黄冈市,177,162,21,4536.557469831765047
471,郴州市 - 拉萨市,177,364,22,5099.668451676998302
472,永州市 - 永州市,178,178,1,0.000000000000000
473,怀化市 - 怀化市,179,179,1,0.000000000000000
474,娄底市 - 娄底市,180,180,1,0.000000000000000
475,湘西土家族苗族自治州 - 湘西土家族苗族自治州,181,181,1,0.000000000000000
476,广州市 - 广州市,182,182,1,0.000000000000000
477,深圳市 - 深圳市,183,183,1,0.000000000000000
478,珠海市 - 珠海市,184,184,1,0.000000000000000
479,汕头市 - 汕头市,185,185,1,0.000000000000000
480,佛山市 - 佛山市,186,186,1,0.000000000000000
481,江门市 - 江门市,187,187,1,0.000000000000000
482,湛江市 - 湛江市,188,188,1,0.000000000000000
483,茂名市 - 茂名市,189,189,1,0.000000000000000
484,肇庆市 - 肇庆市,190,190,1,0.000000000000000
485,惠州市 - 惠州市,191,191,1,0.000000000000000
486,梅州市 - 梅州市,192,192,1,0.000000000000000
487,汕尾市 - 汕尾市,193,193,1,0.000000000000000
488,河源市 - 河源市,194,194,1,0.000000000000000
489,阳江市 - 阳江市,195,195,1,0.000000000000000
490,清远市 - 清远市,196,196,1,0.000000000000000
491,中山市 - 中山市,197,197,1,0.000000000000000
492,潮州市 - 潮州市,198,198,1,0.000000000000000
493,揭阳市 - 揭阳市,199,199,1,0.000000000000000
494,云浮市 - 云浮市,200,200,1,0.000000000000000
495,南宁市 - 南宁市,201,201,1,0.000000000000000
496,柳州市 - 柳州市,202,202,1,0.000000000000000
497,桂林市 - 桂林市,203,203,1,0.000000000000000
498,梧州市 - 梧州市,204,204,1,0.000000000000000
499,北海市 - 北海市,205,205,1,0.000000000000000
500,防城港市 - 防城港市,206,206,1,0.000000000000000
501,钦州市 - 钦州市,207,207,1,0.000000000000000
502,贵港市 - 贵港市,208,208,1,0.000000000000000
503,玉林市 - 玉林市,209,209,1,0.000000000000000
504,百色市 - 百色市,210,210,1,0.000000000000000
505,贺州市 - 贺州市,211,211,1,0.000000000000000
506,贺州市 - 曲靖市,211,261,2,1100.731635321283420
507,贺州市 - 恩施土家族苗族自治州,211,355,3,1364.053128986784486
508,贺州市 - 三门峡市,211,147,4,2689.676083452754483
509,贺州市 - 吕梁市,211,22,5,2715.780211140875053
510,贺州市 - 安康市,211,290,6,2718.393298569020772
511,贺州市 - 济源市,211,152,7,2975.441514140612071
512,贺州市 - 菏泽市,211,136,8,3253.079715011140252
513,贺州市 - 承德市,211,9,9,3279.256915631956872
514,贺州市 - 张家口市,211,8,10,3293.001521367609712
515,贺州市 - 秦皇岛市,211,341,11,3350.829801337126355
516,贺州市 - 邢台市,211,6,12,3399.566732229895479
517,贺州市 - 烟台市,211,127,13,3533.069321410538578
518,贺州市 - 新乡市,211,142,14,3625.575507684731292
519,贺州市 - 四平市,211,48,15,3899.403317334085386
520,贺州市 - 拉萨市,211,364,16,3963.998111852422880
521,贺州市 - 商洛市,211,291,17,4126.193053432400120
522,贺州市 - 萍乡市,211,351,18,4189.140517407646257
523,贺州市 - 郴州市,211,177,19,4385.921181431370314
524,贺州市 - 上饶市,211,121,20,4647.365527587568977
525,贺州市 - 龙岩市,211,111,21,5003.363890752829320
526,贺州市 - 黄冈市,211,162,22,5643.003395601143893
527,河池市 - 河池市,212,212,1,0.000000000000000
528,来宾市 - 来宾市,213,213,1,0.000000000000000
529,崇左市 - 崇左市,214,214,1,0.000000000000000
530,海口市 - 海口市,215,215,1,0.000000000000000
531,三沙市 - 三沙市,216,216,1,0.000000000000000
532,儋州市 - 儋州市,217,217,1,0.000000000000000
533,五指山市 - 五指山市,218,218,1,0.000000000000000
534,琼海市 - 琼海市,219,219,1,0.000000000000000
535,文昌市 - 文昌市,220,220,1,0.000000000000000
536,文昌市 - 定安县,220,223,2,133.650702078215147
537,文昌市 - 白沙黎族自治县,220,227,3,457.056619139444877
538,万宁市 - 万宁市,221,221,1,0.000000000000000
539,东方市 - 东方市,222,222,1,0.000000000000000
540,定安县 - 定安县,223,223,1,0.000000000000000
541,定安县 - 文昌市,223,220,2,133.650702078215119
542,定安县 - 白沙黎族自治县,223,227,3,519.516079722440054
543,屯昌县 - 屯昌县,224,224,1,0.000000000000000
544,澄迈县 - 澄迈县,225,225,1,0.000000000000000
545,临高县 - 临高县,226,226,1,0.000000000000000
546,白沙黎族自治县 - 白沙黎族自治县,227,227,1,0.000000000000000
547,白沙黎族自治县 - 文昌市,227,220,2,457.056619139444422
548,白沙黎族自治县 - 定安县,227,223,3,519.516079722440168
549,昌江黎族自治县 - 昌江黎族自治县,228,228,1,0.000000000000000
550,乐东黎族自治县 - 乐东黎族自治县,229,229,1,0.000000000000000
551,保亭黎族苗族自治县 - 保亭黎族苗族自治县,230,230,1,0.000000000000000
552,琼中黎族苗族自治县 - 琼中黎族苗族自治县,231,231,1,0.000000000000000
553,重庆市 - 重庆市,232,232,1,0.000000000000000
554,成都市 - 成都市,233,233,1,0.000000000000000
555,自贡市 - 自贡市,234,234,1,0.000000000000000
556,攀枝花市 - 攀枝花市,235,235,1,0.000000000000000
557,泸州市 - 泸州市,236,236,1,0.000000000000000
558,德阳市 - 德阳市,237,237,1,0.000000000000000
559,绵阳市 - 绵阳市,238,238,1,0.000000000000000
560,遂宁市 - 遂宁市,239,239,1,0.000000000000000
561,内江市 - 内江市,240,240,1,0.000000000000000
562,乐山市 - 乐山市,241,241,1,0.000000000000000
563,南充市 - 南充市,242,242,1,0.000000000000000
564,宜宾市 - 宜宾市,243,243,1,0.000000000000000
565,广安市 - 广安市,244,244,1,0.000000000000000
566,达州市 - 达州市,245,245,1,0.000000000000000
567,雅安市 - 雅安市,246,246,1,0.000000000000000
568,巴中市 - 巴中市,247,247,1,0.000000000000000
569,资阳市 - 资阳市,248,248,1,0.000000000000000
570,阿坝藏族羌族自治州 - 阿坝藏族羌族自治州,249,249,1,0.000000000000000
571,甘孜藏族自治州 - 甘孜藏族自治州,250,250,1,0.000000000000000
572,凉山彝族自治州 - 凉山彝族自治州,251,251,1,0.000000000000000
573,六盘水市 - 六盘水市,252,252,1,0.000000000000000
574,遵义市 - 遵义市,253,253,1,0.000000000000000
575,安顺市 - 安顺市,254,254,1,0.000000000000000
576,毕节市 - 毕节市,255,255,1,0.000000000000000
577,铜仁市 - 铜仁市,256,256,1,0.000000000000000
578,黔西南布依族苗族自治州 - 黔西南布依族苗族自治州,257,257,1,0.000000000000000
579,黔东南苗族侗族自治州 - 黔东南苗族侗族自治州,258,258,1,0.000000000000000
580,黔南布依族苗族自治州 - 黔南布依族苗族自治州,259,259,1,0.000000000000000
581,昆明市 - 昆明市,260,260,1,0.000000000000000
582,曲靖市 - 曲靖市,261,261,1,0.000000000000000
583,曲靖市 - 贺州市,261,211,2,1100.731635321286149
584,曲靖市 - 恩施土家族苗族自治州,261,355,3,1232.440149525852803
585,曲靖市 - 三门峡市,261,147,4,2558.063103991823027
586,曲靖市 - 吕梁市,261,22,5,2584.167231679941324
587,曲靖市 - 安康市,261,290,6,2586.780319108089316
588,曲靖市 - 济源市,261,152,7,2843.828534679680615
589,曲靖市 - 菏泽市,261,136,8,3182.876196502612402
590,曲靖市 - 承德市,261,9,9,3209.053397123429022
591,曲靖市 - 张家口市,261,8,10,3222.798002859081862
592,曲靖市 - 秦皇岛市,261,341,11,3280.626282828598505
593,曲靖市 - 邢台市,261,6,12,3329.363213721367629
594,曲靖市 - 烟台市,261,127,13,3462.865802902010728
595,曲靖市 - 新乡市,261,142,14,3555.371989176203442
596,曲靖市 - 四平市,261,48,15,3829.199798825557536
597,曲靖市 - 拉萨市,261,364,16,3832.385132391487332
598,曲靖市 - 商洛市,261,291,17,4055.989534923867268
599,曲靖市 - 萍乡市,261,351,18,4118.936998899116588
600,曲靖市 - 郴州市,261,177,19,4315.717662922841555
601,曲靖市 - 上饶市,261,121,20,4577.162009079039308
602,曲靖市 - 龙岩市,261,111,21,4933.160372244301470
603,曲靖市 - 黄冈市,261,162,22,5572.799877092617862
604,玉溪市 - 玉溪市,262,262,1,0.000000000000000
605,保山市 - 保山市,263,263,1,0.000000000000000
606,昭通市 - 昭通市,264,264,1,0.000000000000000
607,丽江市 - 丽江市,265,265,1,0.000000000000000
608,普洱市 - 普洱市,266,266,1,0.000000000000000
609,临沧市 - 临沧市,267,267,1,0.000000000000000
610,楚雄彝族自治州 - 楚雄彝族自治州,268,268,1,0.000000000000000
611,红河哈尼族彝族自治州 - 红河哈尼族彝族自治州,269,269,1,0.000000000000000
612,文山壮族苗族自治州 - 文山壮族苗族自治州,270,270,1,0.000000000000000
613,西双版纳傣族自治州 - 西双版纳傣族自治州,271,271,1,0.000000000000000
614,大理白族自治州 - 大理白族自治州,272,272,1,0.000000000000000
615,德宏傣族景颇族自治州 - 德宏傣族景颇族自治州,273,273,1,0.000000000000000
616,怒江傈僳族自治州 - 怒江傈僳族自治州,274,274,1,0.000000000000000
617,迪庆藏族自治州 - 迪庆藏族自治州,275,275,1,0.000000000000000
618,日喀则市 - 日喀则市,276,276,1,0.000000000000000
619,昌都市 - 昌都市,277,277,1,0.000000000000000
620,林芝市 - 林芝市,278,278,1,0.000000000000000
621,山南市 - 山南市,279,279,1,0.000000000000000
622,那曲市 - 那曲市,280,280,1,0.000000000000000
623,阿里地区 - 阿里地区,281,281,1,0.000000000000000
624,西安市 - 西安市,282,282,1,0.000000000000000
625,铜川市 - 铜川市,283,283,1,0.000000000000000
626,宝鸡市 - 宝鸡市,284,284,1,0.000000000000000
627,咸阳市 - 咸阳市,285,285,1,0.000000000000000
628,渭南市 - 渭南市,286,286,1,0.000000000000000
629,延安市 - 延安市,287,287,1,0.000000000000000
630,汉中市 - 汉中市,288,288,1,0.000000000000000
631,榆林市 - 榆林市,289,289,1,0.000000000000000
632,安康市 - 安康市,290,290,1,0.000000000000000
633,安康市 - 三门峡市,290,147,2,500.774352256325471
634,安康市 - 济源市,290,152,3,786.539782944186527
635,安康市 - 吕梁市,290,22,4,1586.761051949207740
636,安康市 - 恩施土家族苗族自治州,290,355,5,2045.917850079180425
637,安康市 - 秦皇岛市,290,341,6,2062.898974562478088
638,安康市 - 承德市,290,9,7,2136.722741660092652
639,安康市 - 张家口市,290,8,8,2150.467347395744127
640,安康市 - 菏泽市,290,136,9,2209.869759419067123
641,安康市 - 邢台市,290,6,10,2274.425900027582884
642,安康市 - 烟台市,290,127,11,2451.922518764397410
643,安康市 - 新乡市,290,142,12,2500.434675482418697
644,安康市 - 曲靖市,290,261,13,2586.780319108084313
645,安康市 - 四平市,290,48,14,2611.472490559437119
646,安康市 - 贺州市,290,211,15,2718.393298569014405
647,安康市 - 商洛市,290,291,16,2854.970191263853394
648,安康市 - 拉萨市,290,364,17,3024.421298415784804
649,安康市 - 萍乡市,290,351,18,3145.930561815572219
650,安康市 - 郴州市,290,177,19,3342.711225839299459
651,安康市 - 上饶市,290,121,20,3604.155571995499486
652,安康市 - 龙岩市,290,111,21,3732.141028584280775
653,安康市 - 黄冈市,290,162,22,4355.072568826505631
654,商洛市 - 商洛市,291,291,1,0.000000000000000
655,商洛市 - 吕梁市,291,22,2,1774.613883072589942
656,商洛市 - 秦皇岛市,291,341,3,1856.427403283482590
657,商洛市 - 菏泽市,291,136,4,1900.067070867135953
658,商洛市 - 承德市,291,9,5,1914.876105066542323
659,商洛市 - 张家口市,291,8,6,1928.620710802198346
660,商洛市 - 龙岩市,291,111,7,2031.631688952855484
661,商洛市 - 邢台市,291,6,8,2035.185921664481157
662,商洛市 - 烟台市,291,127,9,2138.633457331251066
663,商洛市 - 新乡市,291,142,10,2261.194697119316061
664,商洛市 - 三门峡市,291,147,11,2354.195839007531049
665,商洛市 - 郴州市,291,177,12,2393.442123075603831
666,商洛市 - 四平市,291,48,13,2405.000919280441394
667,商洛市 - 萍乡市,291,351,14,2761.704528379182648
668,商洛市 - 安康市,291,290,15,2854.970191263861125
669,商洛市 - 济源市,291,152,16,2907.538146636090914
670,商洛市 - 上饶市,291,121,17,3219.929538559109915
671,商洛市 - 恩施土家族苗族自治州,291,355,18,3817.918645723630107
672,商洛市 - 曲靖市,291,261,19,4055.989534923863175
673,商洛市 - 贺州市,291,211,20,4126.193053432385568
674,商洛市 - 黄冈市,291,162,21,4148.600997547509905
675,商洛市 - 拉萨市,291,364,22,4742.077593844582225
676,兰州市 - 兰州市,292,292,1,0.000000000000000
677,嘉峪关市 - 嘉峪关市,293,293,1,0.000000000000000
678,金昌市 - 金昌市,294,294,1,0.000000000000000
679,天水市 - 天水市,295,295,1,0.000000000000000
680,武威市 - 武威市,296,296,1,0.000000000000000
681,张掖市 - 张掖市,297,297,1,0.000000000000000
682,平凉市 - 平凉市,298,298,1,0.000000000000000
683,庆阳市 - 庆阳市,299,299,1,0.000000000000000
684,定西市 - 定西市,300,300,1,0.000000000000000
685,陇南市 - 陇南市,301,301,1,0.000000000000000
686,临夏回族自治州 - 临夏回族自治州,302,302,1,0.000000000000000
687,甘南藏族自治州 - 甘南藏族自治州,303,303,1,0.000000000000000
688,西宁市 - 西宁市,304,304,1,0.000000000000000
689,海东市 - 海东市,305,305,1,0.000000000000000
690,海北藏族自治州 - 海北藏族自治州,306,306,1,0.000000000000000
691,黄南藏族自治州 - 黄南藏族自治州,307,307,1,0.000000000000000
692,海南藏族自治州 - 海南藏族自治州,308,308,1,0.000000000000000
693,果洛藏族自治州 - 果洛藏族自治州,309,309,1,0.000000000000000
694,玉树藏族自治州 - 玉树藏族自治州,310,310,1,0.000000000000000
695,海西蒙古族藏族自治州 - 海西蒙古族藏族自治州,311,311,1,0.000000000000000
696,银川市 - 银川市,312,312,1,0.000000000000000
697,石嘴山市 - 石嘴山市,313,313,1,0.000000000000000
698,吴忠市 - 吴忠市,314,314,1,0.000000000000000
699,固原市 - 固原市,315,315,1,0.000000000000000
700,中卫市 - 中卫市,316,316,1,0.000000000000000
701,乌鲁木齐市 - 乌鲁木齐市,317,317,1,0.000000000000000
702,吐鲁番市 - 吐鲁番市,318,318,1,0.000000000000000
703,哈密市 - 哈密市,319,319,1,0.000000000000000
704,昌吉回族自治州 - 昌吉回族自治州,320,320,1,0.000000000000000
705,博尔塔拉蒙古自治州 - 博尔塔拉蒙古自治州,321,321,1,0.000000000000000
706,阿克苏地区 - 阿克苏地区,322,322,1,0.000000000000000
707,克孜勒苏柯尔克孜自治州 - 克孜勒苏柯尔克孜自治州,323,323,1,0.000000000000000
708,喀什地区 - 喀什地区,324,324,1,0.000000000000000
709,和田地区 - 和田地区,325,325,1,0.000000000000000
710,伊犁哈萨克自治州 - 伊犁哈萨克自治州,326,326,1,0.000000000000000
711,塔城地区 - 塔城地区,327,327,1,0.000000000000000
712,阿勒泰地区 - 阿勒泰地区,328,328,1,0.000000000000000
713,石河子市 - 石河子市,329,329,1,0.000000000000000
714,阿拉尔市 - 阿拉尔市,330,330,1,0.000000000000000
715,图木舒克市 - 图木舒克市,331,331,1,0.000000000000000
716,五家渠市 - 五家渠市,332,332,1,0.000000000000000
717,北屯市 - 北屯市,333,333,1,0.000000000000000
718,北屯市 - 克拉玛依市,333,367,2,319.263380980457782
719,铁门关市 - 铁门关市,334,334,1,0.000000000000000
720,双河市 - 双河市,335,335,1,0.000000000000000
721,可克达拉市 - 可克达拉市,336,336,1,0.000000000000000
722,昆玉市 - 昆玉市,337,337,1,0.000000000000000
723,台湾省 - 台湾省,338,338,1,0.000000000000000
724,香港特别行政区 - 香港特别行政区,339,339,1,0.000000000000000
725,澳门特别行政区 - 澳门特别行政区,340,340,1,0.000000000000000
726,秦皇岛市 - 秦皇岛市,341,341,1,0.000000000000000
727,秦皇岛市 - 承德市,341,9,2,571.046620558966197
728,秦皇岛市 - 张家口市,341,8,3,584.791226294620856
729,秦皇岛市 - 四平市,341,48,4,677.324839227885718
730,秦皇岛市 - 邢台市,341,6,5,735.602168615973028
731,秦皇岛市 - 新乡市,341,142,6,961.610944070808614
732,秦皇岛市 - 吕梁市,341,22,7,1070.991835517375421
733,秦皇岛市 - 菏泽市,341,136,8,1111.542409147507215
